FECHA,Regular GTQ/GALON,Superior GTQ/GALON,Diesel GTQ/GALON,Glp Cilindro 25Lbs. GTQ/LB
2023-04-03,32.86,34.46,30.02,4.6
2023-04-04,32.86,34.46,30.02,4.6
2023-04-05,32.86,34.46,30.02,4.6
2023-04-06,32.86,34.46,30.02,4.6
2023-04-07,32.86,34.46,30.02,4.6
2023-04-08,32.86,34.46,30.02,4.6
2023-04-09,32.86,34.46,30.02,4.6
2023-04-10,33.4,34.99,30.0,4.6
2023-04-11,33.4,34.99,30.0,4.6
2023-04-12,33.4,34.99,30.0,4.6
2023-04-13,33.4,34.99,30.0,4.6
2023-04-14,33.4,34.99,30.0,4.6
2023-04-15,33.4,34.99,30.0,4.6
2023-04-16,33.4,34.99,30.0,4.6
2023-04-17,34.36,35.98,29.78,4.6
2023-04-18,34.36,35.98,29.78,4.6
2023-04-19,34.36,35.98,29.78,4.6
2023-04-20,34.36,35.98,29.78,4.6
2023-04-21,34.36,35.98,29.78,4.6
2023-04-22,34.36,35.98,29.78,4.6
2023-04-23,34.36,35.98,29.78,4.6
2023-04-24,34.31,35.91,29.32,4.6
2023-04-25,34.31,35.91,29.32,4.6
2023-04-26,34.31,35.91,29.32,4.6
2023-04-27,34.31,35.91,29.32,4.6
2023-04-28,34.31,35.91,29.32,4.6
2023-04-29,34.31,35.91,29.32,4.6
2023-04-30,34.31,35.91,29.32,4.6
2023-05-01,34.31,35.91,29.32,4.6
2023-05-02,33.46,35.08,28.43,4.6
2023-05-03,33.46,35.08,28.43,4.6
2023-05-04,33.46,35.08,28.43,4.6
2023-05-05,33.46,35.08,28.43,4.6
2023-05-06,33.46,35.08,28.43,4.6
2023-05-07,33.46,35.08,28.43,4.6
2023-05-08,32.8,34.31,27.68,4.6
2023-05-09,32.8,34.31,27.68,4.6
2023-05-10,32.8,34.31,27.68,4.6
2023-05-11,32.8,34.31,27.68,4.6
2023-05-12,32.8,34.31,27.68,4.6
2023-05-13,32.8,34.31,27.68,4.6
2023-05-14,32.8,34.31,27.68,4.6
2023-05-15,31.98,33.49,27.02,4.6
2023-05-16,31.98,33.49,27.02,4.6
2023-05-17,31.98,33.49,27.02,4.6
2023-05-18,31.98,33.49,27.02,4.6
2023-05-19,31.98,33.49,27.02,4.6
2023-05-20,31.98,33.49,27.02,4.6
2023-05-21,31.98,33.49,27.02,4.6
2023-05-22,31.97,33.35,27.01,4.6
2023-05-23,31.97,33.35,27.01,4.6
2023-05-24,31.97,33.35,27.01,4.6
2023-05-25,31.97,33.35,27.01,4.6
2023-05-26,31.97,33.35,27.01,4.6
2023-05-27,31.97,33.35,27.01,4.6
2023-05-28,31.97,33.35,27.01,4.6
2023-05-29,31.99,33.3,27.0,4.6
2023-05-30,31.99,33.3,27.0,4.6
2023-05-31,31.99,33.3,27.0,4.6
2023-06-01,31.99,33.3,27.0,4.6
2023-06-02,31.99,33.3,27.0,4.6
2023-06-03,31.99,33.3,27.0,4.6
2023-06-04,31.99,33.3,27.0,4.6
2023-06-05,31.97,33.3,26.56,4.6
2023-06-06,31.97,33.3,26.56,4.6
2023-06-07,31.97,33.3,26.56,4.6
2023-06-08,31.97,33.3,26.56,4.6
2023-06-09,31.97,33.3,26.56,4.6
2023-06-10,31.97,33.3,26.56,4.6
2023-06-11,31.97,33.3,26.56,4.6
2023-06-12,31.78,33.1,26.3,4.6
2023-06-13,31.78,33.1,26.3,4.6
2023-06-14,31.78,33.1,26.3,4.6
2023-06-15,31.78,33.1,26.3,4.6
2023-06-16,31.78,33.1,26.3,5.4
2023-06-17,31.78,33.1,26.3,5.4
2023-06-18,31.78,33.1,26.3,5.4
2023-06-19,31.79,33.08,26.25,5.4
2023-06-20,31.79,33.08,26.25,5.4
2023-06-21,31.79,33.08,26.25,5.4
2023-06-22,31.79,33.08,26.25,5.4
2023-06-23,31.79,33.08,26.25,5.4
2023-06-24,31.79,33.08,26.25,5.4
2023-06-25,31.79,33.08,26.25,5.4
2023-06-26,31.79,33.08,26.25,5.4
2023-06-27,32.66,34.16,27.0,5.4
2023-06-28,32.66,34.16,27.0,5.4
2023-06-29,32.66,34.16,27.0,5.4
2023-06-30,32.66,34.16,27.0,5.4
2023-07-01,32.66,34.16,27.0,5.4
2023-07-02,32.66,34.16,27.0,5.4
2023-07-03,32.66,34.16,27.0,5.4
2023-07-04,32.01,33.52,26.97,5.4
2023-07-05,32.01,33.52,26.97,5.4
2023-07-06,32.01,33.52,26.97,5.4
2023-07-07,32.01,33.52,26.97,5.4
2023-07-08,32.01,33.52,26.97,5.4
2023-07-09,32.01,33.52,26.97,5.4
2023-07-10,32.01,33.51,26.96,5.4
2023-07-11,32.01,33.51,26.96,5.4
2023-07-12,32.01,33.51,26.96,5.4
2023-07-13,32.01,33.51,26.96,5.4
2023-07-14,32.01,33.51,26.96,5.4
2023-07-15,32.01,33.51,26.96,5.4
2023-07-16,32.01,33.51,26.96,5.4
2023-07-17,32.28,33.78,27.47,5.4
2023-07-18,32.28,33.78,27.47,5.4
2023-07-19,32.28,33.78,27.47,5.4
2023-07-20,32.28,33.78,27.47,5.4
2023-07-21,32.28,33.78,27.47,5.4
2023-07-22,32.28,33.78,27.47,5.4
2023-07-23,32.28,33.78,27.47,5.4
2023-07-24,33.28,34.78,28.47,5.4
2023-07-25,33.28,34.78,28.47,5.4
2023-07-26,33.28,34.78,28.47,5.4
2023-07-27,33.28,34.78,28.47,5.4
2023-07-28,33.28,34.78,28.47,5.4
2023-07-29,33.28,34.78,28.47,5.4
2023-07-30,33.28,34.78,28.47,5.4
2023-07-31,34.77,36.28,29.68,5.4
2023-08-01,34.77,36.28,29.68,5.4
2023-08-02,34.77,36.28,29.68,5.4
2023-08-03,34.77,36.28,29.68,5.4
2023-08-04,34.77,36.28,29.68,5.4
2023-08-05,34.77,36.28,29.68,5.4
2023-08-06,34.77,36.28,29.68,5.4
2023-08-07,35.97,37.47,30.97,5.4
2023-08-08,35.97,37.47,30.97,5.4
2023-08-09,35.97,37.47,30.97,5.4
2023-08-10,35.97,37.47,30.97,5.4
2023-08-11,35.97,37.47,30.97,5.4
2023-08-12,35.97,37.47,30.97,5.4
2023-08-13,35.97,37.47,30.97,5.4
2023-08-14,35.97,37.47,31.89,5.4
2023-08-15,35.97,37.47,31.89,5.4
2023-08-16,35.97,37.47,31.89,5.4
2023-08-17,35.97,37.47,31.89,5.4
2023-08-18,35.97,37.47,31.89,5.4
2023-08-19,35.97,37.47,31.89,5.4
2023-08-20,35.97,37.47,31.89,5.4
2023-08-21,35.97,37.47,31.89,5.4
2023-08-22,35.66,37.16,31.65,5.4
2023-08-23,35.66,37.16,31.65,5.4
2023-08-24,35.66,37.16,31.65,5.4
2023-08-25,35.66,37.16,31.65,5.4
2023-08-26,35.66,37.16,31.65,5.4
2023-08-27,35.66,37.16,31.65,5.4
2023-08-28,35.76,37.26,32.9,5.4
2023-08-29,35.76,37.26,32.9,5.4
2023-08-30,35.76,37.26,32.9,5.4
2023-08-31,35.76,37.26,32.9,5.4
2023-09-01,35.76,37.26,32.9,5.4
2023-09-02,35.76,37.26,32.9,5.4
2023-09-03,35.76,37.26,32.9,5.4
2023-09-04,35.77,37.28,32.82,5.4
2023-09-05,35.77,37.28,32.82,5.4
2023-09-06,35.77,37.28,32.82,5.4
2023-09-07,35.77,37.28,32.82,5.4
2023-09-08,35.77,37.28,32.82,5.4
2023-09-09,35.77,37.28,32.82,5.4
2023-09-10,35.77,37.28,32.82,5.4
2023-09-11,35.42,36.91,32.52,5.4
2023-09-12,35.42,36.91,32.52,5.4
2023-09-13,35.42,36.91,32.52,5.4
2023-09-14,35.42,36.91,32.52,5.4
2023-09-15,35.42,36.91,32.52,5.4
2023-09-16,35.42,36.91,32.52,5.4
2023-09-17,35.42,36.91,32.52,5.4
2023-09-18,35.4,36.88,33.91,5.4
2023-09-19,35.4,36.88,33.91,5.4
2023-09-20,35.4,36.88,33.91,5.4
2023-09-21,35.4,36.88,33.91,5.4
2023-09-22,35.4,36.88,33.91,5.4
2023-09-23,35.4,36.88,33.91,5.4
2023-09-24,35.4,36.88,33.91,5.4
2023-09-25,35.82,37.31,34.6,5.4
2023-09-26,35.82,37.31,34.6,5.4
2023-09-27,35.82,37.31,34.6,5.4
2023-09-28,35.82,37.31,34.6,5.4
2023-09-29,35.82,37.31,34.6,5.4
2023-09-30,35.82,37.31,34.6,5.4
2023-10-01,35.82,37.31,34.6,5.4
2023-10-02,35.12,36.62,34.42,5.4
2023-10-03,35.12,36.62,34.42,5.4
2023-10-04,35.12,36.62,34.42,5.4
2023-10-05,35.12,36.62,34.42,5.4
2023-10-06,35.12,36.62,34.42,5.4
2023-10-07,35.12,36.62,34.42,5.4
2023-10-08,35.12,36.62,34.42,5.4
2023-10-09,34.16,35.66,33.96,5.4
2023-10-10,34.16,35.66,33.96,5.4
2023-10-11,34.16,35.66,33.96,5.4
2023-10-12,34.16,35.66,33.96,5.4
2023-10-13,34.16,35.66,33.96,5.4
2023-10-14,34.16,35.66,33.96,5.4
2023-10-15,34.16,35.66,33.96,5.4
2023-10-16,34.25,35.75,33.99,5.4
2023-10-17,34.25,35.75,33.99,5.4
2023-10-18,34.25,35.75,33.99,5.4
2023-10-19,34.25,35.75,33.99,5.4
2023-10-20,34.25,35.75,33.99,5.4
2023-10-21,34.25,35.75,33.99,5.4
2023-10-22,34.25,35.75,33.99,5.4
2023-10-23,33.83,35.33,33.41,5.4
2023-10-24,33.83,35.33,33.41,5.4
2023-10-25,33.83,35.33,33.41,5.4
2023-10-26,33.83,35.33,33.41,5.4
2023-10-27,33.83,35.33,33.41,5.4
2023-10-28,33.83,35.33,33.41,5.4
2023-10-29,33.83,35.33,33.41,5.4
2023-10-30,32.99,34.52,32.8,5.4
2023-10-31,32.99,34.52,32.8,5.4
2023-11-01,32.99,34.52,32.8,5.4
2023-11-02,32.99,34.52,32.8,5.4
2023-11-03,32.99,34.52,32.8,5.4
2023-11-04,32.99,34.52,32.8,5.4
2023-11-05,32.99,34.52,32.8,5.4
2023-11-06,31.28,32.79,32.31,5.4
2023-11-07,31.28,32.79,32.31,5.4
2023-11-08,31.28,32.79,32.31,5.4
2023-11-09,31.28,32.79,32.31,5.4
2023-11-10,31.28,32.79,32.31,5.4
2023-11-11,31.28,32.79,32.31,5.4
2023-11-12,31.28,32.79,32.31,5.4
2023-11-13,29.85,31.34,31.61,5.4
2023-11-14,29.85,31.34,31.61,5.4
2023-11-15,29.85,31.34,31.61,5.4
2023-11-16,29.85,31.34,31.61,5.4
2023-11-17,29.85,31.34,31.61,5.4
2023-11-18,29.85,31.34,31.61,5.4
2023-11-19,29.85,31.34,31.61,5.4
2023-11-20,28.52,29.99,30.58,5.4
2023-11-21,28.52,29.99,30.58,5.4
2023-11-22,28.52,29.99,30.58,5.4
2023-11-23,28.52,29.99,30.58,5.4
2023-11-24,28.52,29.99,30.58,5.4
2023-11-25,28.52,29.99,30.58,5.4
2023-11-26,28.52,29.99,30.58,5.4
2023-11-27,28.49,29.98,29.97,5.4
2023-11-28,28.49,29.98,29.97,5.4
2023-11-29,28.49,29.98,29.97,5.4
2023-11-30,28.49,29.98,29.97,5.4
2023-12-01,28.49,29.98,29.97,5.4
2023-12-02,28.49,29.98,29.97,5.4
2023-12-03,28.49,29.98,29.97,5.4
2023-12-04,28.49,29.98,29.97,5.4
2023-12-05,28.49,29.98,29.97,5.4
2023-12-06,28.49,29.98,29.97,5.4
2023-12-07,28.49,29.98,29.97,5.4
2023-12-08,28.49,29.98,29.97,5.4
2023-12-09,28.49,29.98,29.97,5.4
2023-12-10,28.49,29.98,29.97,5.4
2023-12-11,27.65,29.13,29.11,5.4
2023-12-12,27.65,29.13,29.11,5.4
2023-12-13,27.65,29.13,29.11,5.4
2023-12-14,27.65,29.13,29.11,5.4
2023-12-15,27.65,29.13,29.11,5.4
2023-12-16,27.65,29.13,29.11,5.4
2023-12-17,27.65,29.13,29.11,5.4
2023-12-18,27.15,28.65,28.62,4.6
2023-12-19,27.15,28.65,28.62,4.6
2023-12-20,27.15,28.65,28.62,4.6
2023-12-21,27.15,28.65,28.62,4.6
2023-12-22,27.15,28.65,28.62,4.6
2023-12-23,27.15,28.65,28.62,4.6
2023-12-24,27.15,28.65,28.62,4.6
2023-12-25,27.15,28.65,28.62,4.6
2023-12-26,27.15,28.65,28.62,4.6
2023-12-27,28.95,30.44,29.47,4.6
2023-12-28,28.95,30.44,29.47,4.6
2023-12-29,28.95,30.44,29.47,4.6
2023-12-30,28.95,30.44,29.47,4.6
2023-12-31,28.95,30.44,29.47,4.6
2024-01-01,28.95,30.44,29.47,4.6
2024-01-02,28.95,30.44,29.47,4.6
2024-01-03,28.97,30.47,29.48,4.6
2024-01-04,28.97,30.47,29.48,4.6
2024-01-05,28.97,30.47,29.48,4.6
2024-01-06,28.97,30.47,29.48,4.6
2024-01-07,28.97,30.47,29.48,4.6
2024-01-08,28.97,30.47,29.48,4.6
2024-01-09,28.97,30.47,29.48,4.6
2024-01-10,28.97,30.47,29.48,4.6
2024-01-11,28.97,30.47,29.48,4.6
2024-01-12,28.97,30.47,29.48,4.6
2024-01-13,28.97,30.47,29.48,4.6
2024-01-14,28.97,30.47,29.48,4.6
2024-01-15,28.79,30.29,28.55,4.6
2024-01-16,28.79,30.29,28.55,4.6
2024-01-17,28.79,30.29,28.55,4.6
2024-01-18,28.79,30.29,28.55,4.6
2024-01-19,28.79,30.29,28.55,4.6
2024-01-20,28.79,30.29,28.55,4.6
2024-01-21,28.79,30.29,28.55,4.6
2024-01-22,29.39,30.9,29.11,4.6
2024-01-23,29.39,30.9,29.11,4.6
2024-01-24,29.39,30.9,29.11,4.6
2024-01-25,29.39,30.9,29.11,4.6
2024-01-26,29.39,30.9,29.11,4.6
2024-01-27,29.39,30.9,29.11,4.6
2024-01-28,29.39,30.9,29.11,4.6
2024-01-29,29.48,30.97,29.19,4.6
2024-01-30,29.48,30.97,29.19,4.6
2024-01-31,29.48,30.97,29.19,4.6
2024-02-01,29.48,30.97,29.19,4.6
2024-02-02,29.48,30.97,29.19,4.6
2024-02-03,29.48,30.97,29.19,4.6
2024-02-04,29.48,30.97,29.19,4.6
2024-02-05,29.96,31.46,30.44,4.6
2024-02-06,29.96,31.46,30.44,4.6
2024-02-07,29.96,31.46,30.44,4.6
2024-02-08,29.96,31.46,30.44,4.6
2024-02-09,29.96,31.46,30.44,4.6
2024-02-10,29.96,31.46,30.44,4.6
2024-02-11,29.96,31.46,30.44,4.6
2024-02-12,29.97,31.47,30.47,4.6
2024-02-13,29.97,31.47,30.47,4.6
2024-02-14,29.97,31.47,30.47,4.6
2024-02-15,29.97,31.47,30.47,4.6
2024-02-16,29.97,31.47,30.47,4.6
2024-02-17,29.97,31.47,30.47,4.6
2024-02-18,29.97,31.47,30.47,4.6
2024-02-19,30.48,31.97,30.98,4.6
2024-02-20,30.48,31.97,30.98,4.6
2024-02-21,30.48,31.97,30.98,4.6
2024-02-22,30.48,31.97,30.98,4.6
2024-02-23,30.48,31.97,30.98,4.6
2024-02-24,30.48,31.97,30.98,4.6
2024-02-25,30.48,31.97,30.98,4.6
2024-02-26,30.95,32.45,30.97,4.6
2024-02-27,30.95,32.45,30.97,4.6
2024-02-28,30.95,32.45,30.97,4.6
2024-02-29,30.95,32.45,30.97,4.6
2024-03-01,30.95,32.45,30.97,4.6
2024-03-02,30.95,32.45,30.97,4.6
2024-03-03,30.95,32.45,30.97,4.6
2024-03-04,31.4,32.89,30.7,4.6
2024-03-05,31.4,32.89,30.7,4.6
2024-03-06,31.4,32.89,30.7,4.6
2024-03-07,31.4,32.89,30.7,4.6
2024-03-08,31.4,32.89,30.7,4.6
2024-03-09,31.4,32.89,30.7,4.6
2024-03-10,31.4,32.89,30.7,4.6
2024-03-11,31.92,33.42,30.15,4.6
2024-03-12,31.92,33.42,30.15,4.6
2024-03-13,31.92,33.42,30.15,4.6
2024-03-14,31.92,33.42,30.15,4.6
2024-03-15,31.92,33.42,30.15,4.6
2024-03-16,31.92,33.42,30.15,4.6
2024-03-17,31.92,33.42,30.15,4.6
2024-03-18,32.96,34.46,29.56,4.6
2024-03-19,32.96,34.46,29.56,4.6
2024-03-20,32.96,34.46,29.56,4.6
2024-03-21,32.96,34.46,29.56,4.6
2024-03-22,32.96,34.46,29.56,4.6
2024-03-23,32.96,34.46,29.56,4.6
2024-03-24,32.96,34.46,29.56,4.6
2024-03-25,33.4,34.95,29.48,4.6
2024-03-26,33.4,34.95,29.48,4.6
2024-03-27,33.4,34.95,29.48,4.6
2024-03-28,33.4,34.95,29.48,4.6
2024-03-29,33.4,34.95,29.48,4.6
2024-03-30,33.4,34.95,29.48,4.6
2024-03-31,33.4,34.95,29.48,4.6
2024-04-01,33.48,34.98,29.48,4.6
2024-04-02,33.48,34.98,29.48,4.6
2024-04-03,33.48,34.98,29.48,4.6
2024-04-04,33.48,34.98,29.48,4.6
2024-04-05,33.48,34.98,29.48,4.6
2024-04-06,33.48,34.98,29.48,4.6
2024-04-07,33.48,34.98,29.48,4.6
2024-04-08,34.14,35.64,30.21,4.6
2024-04-09,34.14,35.64,30.21,4.6
2024-04-10,34.14,35.64,30.21,4.6
2024-04-11,34.14,35.64,30.21,4.6
2024-04-12,34.14,35.64,30.21,4.6
2024-04-13,34.14,35.64,30.21,4.6
2024-04-14,34.14,35.64,30.21,4.6
2024-04-15,34.18,35.68,30.17,4.6
2024-04-16,34.18,35.68,30.17,4.6
2024-04-17,34.18,35.68,30.17,4.6
2024-04-18,34.18,35.68,30.17,4.6
2024-04-19,34.18,35.68,30.17,4.6
2024-04-20,34.18,35.68,30.17,4.6
2024-04-21,34.18,35.68,30.17,4.6
2024-04-22,33.67,35.17,29.81,4.6
2024-04-23,33.67,35.17,29.81,4.6
2024-04-24,33.67,35.17,29.81,4.6
2024-04-25,33.67,35.17,29.81,4.6
2024-04-26,33.67,35.17,29.81,4.6
2024-04-27,33.67,35.17,29.81,4.6
2024-04-28,33.67,35.17,29.81,4.6
2024-04-29,33.06,34.51,29.24,4.6
2024-04-30,33.06,34.51,29.24,4.6
2024-05-01,33.06,34.51,29.24,4.6
2024-05-02,33.06,34.51,29.24,4.6
2024-05-03,33.06,34.51,29.24,4.6
2024-05-04,33.06,34.51,29.24,4.6
2024-05-05,33.06,34.51,29.24,4.6
2024-05-06,32.67,34.17,28.86,4.6
2024-05-07,32.67,34.17,28.86,4.6
2024-05-08,32.67,34.17,28.86,4.6
2024-05-09,32.67,34.17,28.86,4.6
2024-05-10,32.67,34.17,28.86,4.6
2024-05-11,32.67,34.17,28.86,4.6
2024-05-12,32.67,34.17,28.86,4.6
2024-05-13,32.11,33.61,28.3,4.6
2024-05-14,32.11,33.61,28.3,4.6
2024-05-15,32.11,33.61,28.3,4.6
2024-05-16,32.11,33.61,28.3,4.6
2024-05-17,32.11,33.61,28.3,4.6
2024-05-18,32.11,33.61,28.3,4.6
2024-05-19,32.11,33.61,28.3,4.6
2024-05-20,31.51,33.01,27.88,4.6
2024-05-21,31.51,33.01,27.88,4.6
2024-05-22,31.51,33.01,27.88,4.6
2024-05-23,31.51,33.01,27.88,4.6
2024-05-24,31.51,33.01,27.88,4.6
2024-05-25,31.51,33.01,27.88,4.6
2024-05-26,31.51,33.01,27.88,4.6
2024-05-27,31.37,32.88,27.63,4.6
2024-05-28,31.37,32.88,27.63,4.6
2024-05-29,31.37,32.88,27.63,4.6
2024-05-30,31.37,32.88,27.63,4.6
2024-05-31,31.37,32.88,27.63,4.6
2024-06-01,31.37,32.88,27.63,4.6
2024-06-02,31.37,32.88,27.63,4.6
2024-06-03,31.01,32.51,27.31,4.6
2024-06-04,31.01,32.51,27.31,4.6
2024-06-05,31.01,32.51,27.31,4.6
2024-06-06,31.01,32.51,27.31,4.6
2024-06-07,31.01,32.51,27.31,4.6
2024-06-08,31.01,32.51,27.31,4.6
2024-06-09,31.01,32.51,27.31,4.6
2024-06-10,30.88,32.38,27.18,4.6
2024-06-11,30.88,32.38,27.18,4.6
2024-06-12,30.88,32.38,27.18,4.6
2024-06-13,30.88,32.38,27.18,4.6
2024-06-14,30.88,32.38,27.18,4.6
2024-06-15,30.88,32.38,27.18,4.6
2024-06-16,30.88,32.38,27.18,4.6
2024-06-17,30.88,32.38,27.56,4.6
2024-06-18,30.88,32.38,27.56,4.6
2024-06-19,30.88,32.38,27.56,4.6
2024-06-20,30.88,32.38,27.56,4.6
2024-06-21,30.88,32.38,27.56,4.6
2024-06-22,30.88,32.38,27.56,4.6
2024-06-23,30.88,32.38,27.56,4.6
2024-06-24,30.91,32.4,27.68,4.6
2024-06-25,30.91,32.4,27.68,4.4
2024-06-26,30.91,32.4,27.68,4.4
2024-06-27,30.91,32.4,27.68,4.4
2024-06-28,30.91,32.4,27.68,4.4
2024-06-29,30.91,32.4,27.68,4.4
2024-06-30,30.91,32.4,27.68,4.4
2024-07-01,30.91,32.4,27.68,4.4
2024-07-02,30.91,32.4,27.68,4.4
2024-07-03,31.17,32.67,28.53,4.4
2024-07-04,31.17,32.67,28.53,4.4
2024-07-05,31.17,32.67,28.53,4.4
2024-07-06,31.17,32.67,28.53,4.4
2024-07-07,31.17,32.67,28.53,4.4
2024-07-08,31.17,32.68,28.16,4.4
2024-07-09,31.17,32.68,28.16,4.4
2024-07-10,31.17,32.68,28.16,4.4
2024-07-11,31.17,32.68,28.16,4.4
2024-07-12,31.17,32.68,28.16,4.4
2024-07-13,31.17,32.68,28.16,4.4
2024-07-14,31.17,32.68,28.16,4.4
2024-07-15,31.73,33.23,28.55,4.4
2024-07-16,31.73,33.23,28.55,4.4
2024-07-17,31.73,33.23,28.55,4.4
2024-07-18,31.73,33.23,28.55,4.4
2024-07-19,31.73,33.23,28.55,4.4
2024-07-20,31.73,33.23,28.55,4.4
2024-07-21,31.73,33.23,28.55,4.4
2024-07-22,31.29,32.79,28.09,4.4
2024-07-23,31.29,32.79,28.09,4.4
2024-07-24,31.29,32.79,28.09,4.4
2024-07-25,31.29,32.79,28.09,4.4
2024-07-26,31.29,32.79,28.09,4.4
2024-07-27,31.29,32.79,28.09,4.4
2024-07-28,31.29,32.79,28.09,4.4
